Wall_Area,Roof_Area,Window_Area,Outdoor_Temperature,Humidity
315.847130596242,166.1596600559,55.2700420845466,17.5744882891706,55.6815517680809
389.293524695292,217.488610392599,44.8576603406001,9.74858095494488,50.1287234804577
318.908125980109,185.200403499134,35.8309388687374,12.4083930906595,42.3829005834589
338.05188625735,223.589838863269,46.9088555522829,15.8254034346195,40.5690481544823
307.817448455199,223.4359430513,53.1481720451582,10.6192077701912,42.2801382114536
346.110333578326,196.780841711265,67.4266878065563,17.238170563657,55.4675614344357
214.686490468749,196.013582672391,49.1406923302839,8.8462189775759,48.681254082528
377.150729770337,204.92683266462,19.5385694520007,8.01997295408453,29.4632411715431
279.841152651341,181.157373210753,39.7006471669102,13.2194959126668,52.8052629295746
328.829540830747,147.323282496868,47.383545542891,10.9671760556884,51.7993220051415
319.345124892963,182.726360905608,58.2024783732468,11.8522965723956,60.2840115818492
392.463186423967,267.701704918946,64.1232770603744,15.3107336813964,49.5312044476251
347.471040346288,227.955451223429,51.9506969715138,16.8403371486902,43.208252333505
228.999103141051,188.081845570136,38.4057948360009,17.4282780059841,32.6941517933849
330.703968517304,198.151207937131,52.8427967080721,17.5683278354959,55.6609393807645
395.503247654952,178.079667414055,30.3137531021398,10.0140278484668,52.1973193206575
302.287925865072,204.695196138961,59.4304608732252,16.6781784823085,46.9124144388177
245.346924563475,249.786523885696,48.9011722069069,18.3687591805856,56.3488092596833
394.157534852813,160.804194447941,53.8273243001227,15.0275676759248,30.6389461058672
345.302232913769,232.332314179288,63.7496406639299,24.5015486318905,52.489947639686
348.936899205287,232.989787876613,57.6666318164509,8.86929604814634,48.1296872000517
271.057516761779,196.516881828969,41.1758118145008,17.8960913821323,35.1111294107025
237.360231997504,234.569946943494,54.5741560622099,9.99207545819248,63.8847399958725
302.608253963049,155.844949776092,54.453932508948,17.116392088332,32.6054932343121
313.352543467459,193.319746984545,54.3904295767204,12.8998746635877,45.5375439937061
394.794458801529,218.265315034264,23.4438090702507,14.9637842450976,48.0801611090995
396.476602690849,200.113126672588,49.5540457354414,18.017718621598,71.5445714284468
361.514534036386,244.834536334741,58.215857120498,24.3062611183593,55.249620090384
235.357154513828,217.01870833558,55.4331189138752,18.7739975749541,50.5605855678824
282.022341922973,184.795509371039,40.2117014064123,24.0603140713432,47.7587358647951
